ID;OBSERVACIONES;SEMANA;FECHA;PUNTO DE OBSERVACION;NOMBRE COMUN;NOMBRE CIENTIFICO;DENTRO DEL RADIO;FUERA DEL RADIO;NUMERO DE AVISTAMIENTO
610;101A01;10;5/7/2023;1A01;Squirrel Cuckoo;Piaya cayana;3;0;3
611;101A01;10;5/7/2023;1A01;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
612;101A02;10;5/7/2023;1A02;Baudo Guan;Penelope ortoni;2;0;2
613;101A02;10;5/7/2023;1A02;Striped Cuckoo;Tapera naevia;2;1;3
614;101A02;10;5/7/2023;1A02;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
615;101A03;10;5/7/2023;1A03;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
616;101A04;10;5/7/2023;1A04;Common Nighthawk;Chordeiles minor;2;0;2
617;101A05;10;5/7/2023;1A05;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
618;101A05;10;5/7/2023;1A05;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
619;101A05;10;5/7/2023;1A05;House Sparrow;Passer domesticus;2;0;2
620;101A05;10;5/7/2023;1A05;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
621;101A05;10;5/7/2023;1A05;Baudo Guan;Penelope ortoni;1;1;2
622;101A05;10;5/7/2023;1A05;Purple-bibbed Whitetip;Urosticte benjamini;2;0;2
623;101A06;10;5/7/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
624;101A08;10;5/7/2023;1A08;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
625;101A09;10;5/7/2023;1A09;Smooth-billed Ani;Crotophaga ani;2;1;3
626;101A09;10;5/7/2023;1A09;White-collared Swift;Streptoprocne zonaris;2;1;3
627;101A09;10;5/7/2023;1A09;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
628;101A10;10;5/7/2023;1A10;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
629;101A10;10;5/7/2023;1A10;Hook-billed Kite;Chondrohierax uncinatus;2;0;2
630;101A10;10;5/7/2023;1A10;Hook-billed Kite;Chondrohierax uncinatus;1;0;1
631;101A10;10;5/7/2023;1A10;Smooth-billed Ani;Crotophaga ani;2;1;3
632;101A10;10;5/7/2023;1A10;Little Cuckoo;Coccycua minuta;1;0;1
633;101A10;10;5/7/2023;1A10;Smooth-billed Ani;Crotophaga ani;3;0;3
634;101A10;10;5/7/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
635;101A10;10;5/7/2023;1A10;Common Pauraque;Nyctidromus albicollis;1;1;2
636;101A10;10;5/7/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
637;101A10;10;5/7/2023;1A10;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
638;101A11;10;5/7/2023;1A11;Squirrel Cuckoo;Piaya cayana;2;0;2
639;101A12;10;5/7/2023;1A12;Common Pauraque;Nyctidromus albicollis;2;1;3
640;102A01;10;5/7/2023;2A01;Chimney Swift;Chaetura pelagica;3;1;4
641;102A01;10;5/7/2023;2A01;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
642;102A01;10;5/7/2023;2A01;Blue Ground Dove;Claravis pretiosa;2;0;2
643;102A01;10;5/7/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
644;102A01;10;5/7/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
645;102A02;10;5/7/2023;2A02;Dwarf Cuckoo;Coccycua pumila;2;0;2
646;102A03;10;5/7/2023;2A03;Crowned Woodnymph;Thalurania colombica;1;0;1
647;102A03;10;5/7/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
648;102A03;10;5/7/2023;2A03;House Sparrow;Passer domesticus;2;0;2
649;102A03;10;5/7/2023;2A03;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
650;102A03;10;5/7/2023;2A03;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
651;102A03;10;5/7/2023;2A03;White-collared Swift;Streptoprocne zonaris;2;1;3
652;111A01;11;12/7/2023;1A01;Greater Ani;Crotophaga major;1;0;1
653;111A01;11;12/7/2023;1A01;Black Vulture;Coragyps atratus;2;1;3
654;111A01;11;12/7/2023;1A01;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
655;111A01;11;12/7/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;1;1;2
656;111A01;11;12/7/2023;1A01;Common Nighthawk;Chordeiles minor;2;0;2
657;111A01;11;12/7/2023;1A01;White-collared Swift;Streptoprocne zonaris;2;0;2
658;111A01;11;12/7/2023;1A01;White-necked Jacobin;Florisuga mellivora;2;0;2
659;111A01;11;12/7/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
660;111A02;11;12/7/2023;1A02;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
661;111A03;11;12/7/2023;1A03;Blue Ground Dove;Claravis pretiosa;1;0;1
662;111A05;11;12/7/2023;1A05;Blue Ground Dove;Claravis pretiosa;0;1;1
663;111A05;11;12/7/2023;1A05;Squirrel Cuckoo;Piaya cayana;1;0;1
664;111A06;11;12/7/2023;1A06;Groove-billed Ani;Crotophaga sulcirostris;2;1;3
665;111A06;11;12/7/2023;1A06;Dwarf Cuckoo;Coccycua pumila;2;0;2
666;111A06;11;12/7/2023;1A06;Squirrel Cuckoo;Piaya cayana;2;1;3
667;111A06;11;12/7/2023;1A06;Crowned Woodnymph;Thalurania colombica;2;1;3
668;111A06;11;12/7/2023;1A06;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
669;111A06;11;12/7/2023;1A06;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
670;111A06;11;12/7/2023;1A06;Black Vulture;Coragyps atratus;1;0;1
671;111A06;11;12/7/2023;1A06;White-chinned Swift;Cypseloides cryptus;1;0;1
672;111A06;11;12/7/2023;1A06;Yellow-rumped Cacique;Cacicus cela;2;1;3
673;111A07;11;12/7/2023;1A07;Common Pauraque;Nyctidromus albicollis;2;0;2
674;111A08;11;12/7/2023;1A08;Scrub Nightjar;Nyctidromus anthonyi;1;0;1
675;111A09;11;12/7/2023;1A09;Dwarf Cuckoo;Coccycua pumila;2;0;2
676;111A10;11;12/7/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
677;111A10;11;12/7/2023;1A10;Crowned Woodnymph;Thalurania colombica;2;1;3
678;111A10;11;12/7/2023;1A10;Chimney Swift;Chaetura pelagica;1;0;1
679;111A10;11;12/7/2023;1A10;Oilbird;Steatornis caripensis;1;1;2
680;111A10;11;12/7/2023;1A10;White-chinned Swift;Cypseloides cryptus;1;1;2
681;111A10;11;12/7/2023;1A10;Crowned Woodnymph;Thalurania colombica;2;0;2
682;111A10;11;12/7/2023;1A10;Dwarf Cuckoo;Coccycua pumila;1;1;2
683;111A11;11;12/7/2023;1A11;Chimney Swift;Chaetura pelagica;2;1;3
684;111A11;11;12/7/2023;1A11;Dwarf Cuckoo;Coccycua pumila;2;0;2
685;111A11;11;12/7/2023;1A11;Greater Ani;Crotophaga major;2;1;3
686;111A11;11;12/7/2023;1A11;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
687;111A11;11;12/7/2023;1A11;Hook-billed Kite;Chondrohierax uncinatus;1;1;2
688;111A12;11;12/7/2023;1A12;Oilbird;Steatornis caripensis;2;1;3
689;112A01;11;12/7/2023;2A01;White-collared Swift;Streptoprocne zonaris;1;2;3
690;112A01;11;12/7/2023;2A01;White-collared Swift;Streptoprocne zonaris;1;0;1
691;112A01;11;12/7/2023;2A01;Dwarf Cuckoo;Coccycua pumila;2;0;2
692;112A01;11;12/7/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
693;112A01;11;12/7/2023;2A01;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
694;112A01;11;12/7/2023;2A01;Oilbird;Steatornis caripensis;1;1;2
695;112A01;11;12/7/2023;2A01;Oilbird;Steatornis caripensis;2;0;2
696;112A01;11;12/7/2023;2A01;House Sparrow;Passer domesticus;2;1;3
697;112A01;11;12/7/2023;2A01;House Sparrow;Passer domesticus;1;1;2
698;112A02;11;12/7/2023;2A02;White-collared Swift;Streptoprocne zonaris;2;1;3
699;112A02;11;12/7/2023;2A02;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
700;112A02;11;12/7/2023;2A02;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;0;2
701;112A02;11;12/7/2023;2A02;Common Nighthawk;Chordeiles minor;1;1;2
702;112A02;11;12/7/2023;2A02;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;0;2
703;112A02;11;12/7/2023;2A02;Oilbird;Steatornis caripensis;1;0;1
704;112A02;11;12/7/2023;2A02;White-necked Jacobin;Florisuga mellivora;2;0;2
705;112A02;11;12/7/2023;2A02;Common Pauraque;Nyctidromus albicollis;2;0;2
706;112A03;11;12/7/2023;2A03;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
707;112A03;11;12/7/2023;2A03;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
708;112A03;11;12/7/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
709;112A03;11;12/7/2023;2A03;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
710;112A03;11;12/7/2023;2A03;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
711;112A03;11;12/7/2023;2A03;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
712;112A03;11;12/7/2023;2A03;White-chinned Swift;Cypseloides cryptus;1;0;1
713;112A03;11;12/7/2023;2A03;Gray-breasted Martin;Progne chalybea;1;1;2
714;112A03;11;12/7/2023;2A03;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
715;121A01;12;19/7/2023;1A01;Crowned Woodnymph;Thalurania colombica;1;0;1
716;121A01;12;19/7/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
717;121A01;12;19/7/2023;1A01;White-collared Swift;Streptoprocne zonaris;2;0;2
718;121A01;12;19/7/2023;1A01;Greater Ani;Crotophaga major;1;0;1
719;121A01;12;19/7/2023;1A01;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
720;121A01;12;19/7/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
721;121A01;12;19/7/2023;1A01;Common Nighthawk;Chordeiles minor;2;1;3
722;121A02;12;19/7/2023;1A02;Blue Ground Dove;Claravis pretiosa;2;0;2
723;121A03;12;19/7/2023;1A03;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
724;121A04;12;19/7/2023;1A04;White-chinned Swift;Cypseloides cryptus;2;0;2
725;121A04;12;19/7/2023;1A04;Striped Cuckoo;Tapera naevia;1;0;1
726;121A05;12;19/7/2023;1A05;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
727;121A05;12;19/7/2023;1A05;Black Vulture;Coragyps atratus;1;2;3
728;121A05;12;19/7/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
729;121A05;12;19/7/2023;1A05;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
730;121A05;12;19/7/2023;1A05;Black Vulture;Coragyps atratus;2;1;3
731;121A05;12;19/7/2023;1A05;Little Cuckoo;Coccycua minuta;2;1;3
732;121A05;12;19/7/2023;1A05;Black Vulture;Coragyps atratus;2;1;3
733;121A05;12;19/7/2023;1A05;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
734;121A05;12;19/7/2023;1A05;Striped Cuckoo;Tapera naevia;1;0;1
735;121A05;12;19/7/2023;1A05;Little Cuckoo;Coccycua minuta;2;0;2
736;121A05;12;19/7/2023;1A05;Hook-billed Kite;Chondrohierax uncinatus;1;1;2
737;121A06;12;19/7/2023;1A06;White-necked Jacobin;Florisuga mellivora;1;0;1
738;121A06;12;19/7/2023;1A06;Common Pauraque;Nyctidromus albicollis;1;1;2
739;121A06;12;19/7/2023;1A06;Common Pauraque;Nyctidromus albicollis;1;0;1
740;121A06;12;19/7/2023;1A06;White-collared Swift;Streptoprocne zonaris;1;0;1
741;121A06;12;19/7/2023;1A06;Little Cuckoo;Coccycua minuta;2;0;2
742;121A06;12;19/7/2023;1A06;Chimney Swift;Chaetura pelagica;1;0;1
743;121A07;12;19/7/2023;1A07;Yellow-rumped Cacique;Cacicus cela;2;1;3
744;121A08;12;19/7/2023;1A08;White-collared Swift;Streptoprocne zonaris;3;0;3
745;121A08;12;19/7/2023;1A08;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
746;121A09;12;19/7/2023;1A09;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
747;121A10;12;19/7/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
748;121A11;12;19/7/2023;1A11;White-necked Jacobin;Florisuga mellivora;2;0;2
749;121A12;12;19/7/2023;1A12;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
750;121A13;12;19/7/2023;1A13;Yellow-rumped Cacique;Cacicus cela;1;0;1
751;121A14;12;19/7/2023;1A14;Striped Cuckoo;Tapera naevia;2;0;2
752;121A15;12;19/7/2023;1A15;Baudo Guan;Penelope ortoni;0;1;1
753;121A16;12;19/7/2023;1A16;Greater Ani;Crotophaga major;1;1;2
754;121A16;12;19/7/2023;1A16;Oilbird;Steatornis caripensis;2;1;3
755;121A16;12;19/7/2023;1A16;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
756;121A16;12;19/7/2023;1A16;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
757;121A11;12;19/7/2023;1A11;Crowned Woodnymph;Thalurania colombica;1;1;2
758;121A11;12;19/7/2023;1A11;Striped Cuckoo;Tapera naevia;1;0;1
759;121A12;12;19/7/2023;1A12;Yellow-rumped Cacique;Cacicus cela;1;0;1
760;121A12;12;19/7/2023;1A12;White-necked Jacobin;Florisuga mellivora;1;1;2
761;121A12;12;19/7/2023;1A12;Chimney Swift;Chaetura pelagica;3;0;3
762;121A12;12;19/7/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
763;121A12;12;19/7/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;0;2
764;121A12;12;19/7/2023;1A12;Gray-breasted Martin;Progne chalybea;2;1;3
765;122A01;12;19/7/2023;2A01;White-necked Jacobin;Florisuga mellivora;1;0;1
766;122A01;12;19/7/2023;2A01;Common Pauraque;Nyctidromus albicollis;1;1;2
767;122A01;12;19/7/2023;2A01;House Sparrow;Passer domesticus;1;0;1
768;122A01;12;19/7/2023;2A01;Black Vulture;Coragyps atratus;1;0;1
769;122A01;12;19/7/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
770;122A01;12;19/7/2023;2A01;Oilbird;Steatornis caripensis;2;0;2
771;122A01;12;19/7/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;1;2
772;122A01;12;19/7/2023;2A01;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
773;122A02;12;19/7/2023;2A02;Squirrel Cuckoo;Piaya cayana;2;1;3
774;122A02;12;19/7/2023;2A02;Common Nighthawk;Chordeiles minor;2;0;2
775;122A02;12;19/7/2023;2A02;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
776;122A03;12;19/7/2023;2A03;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
777;122A03;12;19/7/2023;2A03;White-chinned Swift;Cypseloides cryptus;1;0;1
778;122A03;12;19/7/2023;2A03;Baudo Guan;Penelope ortoni;2;0;2
779;122A03;12;19/7/2023;2A03;Common Nighthawk;Chordeiles minor;2;0;2
780;122A03;12;19/7/2023;2A03;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;1;2
781;122A03;12;19/7/2023;2A03;Chimney Swift;Chaetura pelagica;2;0;2
782;131A01;13;26/7/2023;1A01;Gray-breasted Martin;Progne chalybea;1;1;2
783;131A01;13;26/7/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
784;131A01;13;26/7/2023;1A01;Chimney Swift;Chaetura pelagica;1;1;2
785;131A01;13;26/7/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
786;131A01;13;26/7/2023;1A01;Oilbird;Steatornis caripensis;1;0;1
787;131A01;13;26/7/2023;1A01;Smooth-billed Ani;Crotophaga ani;2;0;2
788;131A01;13;26/7/2023;1A01;Yellow-rumped Cacique;Cacicus cela;2;1;3
789;131A01;13;26/7/2023;1A01;House Sparrow;Passer domesticus;2;0;2
790;131A02;13;26/7/2023;1A02;Smooth-billed Ani;Crotophaga ani;2;1;3
791;131A03;13;26/7/2023;1A03;White-necked Jacobin;Florisuga mellivora;2;1;3
792;131A04;13;26/7/2023;1A04;Yellow-rumped Cacique;Cacicus cela;2;2;4
793;131A05;13;26/7/2023;1A05;Squirrel Cuckoo;Piaya cayana;2;1;3
794;131A06;13;26/7/2023;1A06;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
795;131A06;13;26/7/2023;1A06;Greater Ani;Crotophaga major;1;0;1
796;131A06;13;26/7/2023;1A06;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
797;131A06;13;26/7/2023;1A06;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
798;131A06;13;26/7/2023;1A06;Striped Cuckoo;Tapera naevia;2;0;2
799;131A07;13;26/7/2023;1A07;Greater Ani;Crotophaga major;1;0;1
800;131A08;13;26/7/2023;1A08;Smooth-billed Ani;Crotophaga ani;2;1;3
801;131A08;13;26/7/2023;1A08;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
802;131A08;13;26/7/2023;1A08;Baudo Guan;Penelope ortoni;1;1;2
803;131A08;13;26/7/2023;1A08;Chimney Swift;Chaetura pelagica;2;1;3
804;131A08;13;26/7/2023;1A08;Dwarf Cuckoo;Coccycua pumila;2;0;2
805;131A08;13;26/7/2023;1A08;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
806;131A09;13;26/7/2023;1A09;Yellow-rumped Cacique;Cacicus cela;2;0;2
807;131A09;13;26/7/2023;1A09;Black Vulture;Coragyps atratus;2;1;3
808;131A10;13;26/7/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
809;131A10;13;26/7/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
810;131A10;13;26/7/2023;1A10;Little Cuckoo;Coccycua minuta;2;0;2
811;131A11;13;26/7/2023;1A11;Striped Cuckoo;Tapera naevia;2;1;3
812;131A12;13;26/7/2023;1A12;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
813;131A12;13;26/7/2023;1A12;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
814;131A12;13;26/7/2023;1A12;Blue Ground Dove;Claravis pretiosa;1;0;1
815;131A12;13;26/7/2023;1A12;Crowned Woodnymph;Thalurania colombica;1;0;1
816;131A12;13;26/7/2023;1A12;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
817;131A12;13;26/7/2023;1A12;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
818;131A12;13;26/7/2023;1A12;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
819;131A12;13;26/7/2023;1A12;Black Vulture;Coragyps atratus;0;1;1
820;131A12;13;26/7/2023;1A12;Crowned Woodnymph;Thalurania colombica;1;0;1
821;131A12;13;26/7/2023;1A12;Smooth-billed Ani;Crotophaga ani;1;1;2
822;132A01;13;26/7/2023;2A01;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
823;132A01;13;26/7/2023;2A01;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
824;132A01;13;26/7/2023;2A01;House Sparrow;Passer domesticus;1;1;2
825;132A01;13;26/7/2023;2A01;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
826;132A01;13;26/7/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;0;2
827;132A01;13;26/7/2023;2A01;Common Pauraque;Nyctidromus albicollis;1;0;1
828;132A01;13;26/7/2023;2A01;Black Vulture;Coragyps atratus;1;1;2
829;132A01;13;26/7/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
830;132A01;13;26/7/2023;2A01;Common Nighthawk;Chordeiles minor;2;1;3
831;132A01;13;26/7/2023;2A01;Baudo Guan;Penelope ortoni;2;0;2
832;132A01;13;26/7/2023;2A01;Striped Cuckoo;Tapera naevia;2;0;2
833;132A02;13;26/7/2023;2A02;Yellow-rumped Cacique;Cacicus cela;2;0;2
834;132A02;13;26/7/2023;2A02;Baudo Guan;Penelope ortoni;2;0;2
835;132A02;13;26/7/2023;2A02;Black Vulture;Coragyps atratus;2;0;2
836;132A02;13;26/7/2023;2A02;Dwarf Cuckoo;Coccycua pumila;1;1;2
837;132A02;13;26/7/2023;2A02;Gray-breasted Martin;Progne chalybea;1;0;1
838;132A02;13;26/7/2023;2A02;Yellow-rumped Cacique;Cacicus cela;1;0;1
839;132A02;13;26/7/2023;2A02;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
840;132A02;13;26/7/2023;2A02;Striped Cuckoo;Tapera naevia;1;0;1
841;132A02;13;26/7/2023;2A02;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
842;132A02;13;26/7/2023;2A02;White-chinned Swift;Cypseloides cryptus;2;0;2
843;132A03;13;26/7/2023;2A03;Squirrel Cuckoo;Piaya cayana;2;1;3
844;132A03;13;26/7/2023;2A03;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
845;141A01;14;2/8/2023;1A01;Little Cuckoo;Coccycua minuta;2;2;4
846;141A01;14;2/8/2023;1A01;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
847;141A01;14;2/8/2023;1A01;Blue Ground Dove;Claravis pretiosa;1;0;1
848;141A01;14;2/8/2023;1A01;Little Cuckoo;Coccycua minuta;2;1;3
849;141A01;14;2/8/2023;1A01;Black Vulture;Coragyps atratus;2;0;2
850;141A02;14;2/8/2023;1A02;Common Nighthawk;Chordeiles minor;1;1;2
851;141A02;14;2/8/2023;1A02;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
852;141A02;14;2/8/2023;1A02;Striped Cuckoo;Tapera naevia;2;0;2
853;141A03;14;2/8/2023;1A03;White-collared Swift;Streptoprocne zonaris;1;1;2
854;141A04;14;2/8/2023;1A04;Purple-bibbed Whitetip;Urosticte benjamini;3;0;3
855;141A05;14;2/8/2023;1A05;White-collared Swift;Streptoprocne zonaris;2;1;3
856;141A05;14;2/8/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
857;141A05;14;2/8/2023;1A05;Squirrel Cuckoo;Piaya cayana;1;0;1
858;141A05;14;2/8/2023;1A05;Greater Ani;Crotophaga major;1;1;2
859;141A05;14;2/8/2023;1A05;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
860;141A05;14;2/8/2023;1A05;Banded Ground-Cuckoo;Neomorphus radiolosus;3;1;4
861;141A06;14;2/8/2023;1A06;Hook-billed Kite;Chondrohierax uncinatus;2;0;2
862;141A08;14;2/8/2023;1A08;White-chinned Swift;Cypseloides cryptus;1;1;2
863;141A09;14;2/8/2023;1A09;House Sparrow;Passer domesticus;2;1;3
864;141A09;14;2/8/2023;1A09;Yellow-rumped Cacique;Cacicus cela;1;1;2
865;141A09;14;2/8/2023;1A09;Baudo Guan;Penelope ortoni;2;1;3
866;141A10;14;2/8/2023;1A10;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
867;141A10;14;2/8/2023;1A10;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
868;141A10;14;2/8/2023;1A10;Purple-bibbed Whitetip;Urosticte benjamini;0;1;1
869;141A10;14;2/8/2023;1A10;Black Vulture;Coragyps atratus;2;1;3
870;141A10;14;2/8/2023;1A10;Striped Cuckoo;Tapera naevia;2;1;3
871;141A10;14;2/8/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;1;0;1
872;141A10;14;2/8/2023;1A10;Black Vulture;Coragyps atratus;1;1;2
873;141A10;14;2/8/2023;1A10;Oilbird;Steatornis caripensis;2;0;2
874;141A10;14;2/8/2023;1A10;Gray-breasted Martin;Progne chalybea;2;0;2
875;141A10;14;2/8/2023;1A10;Greater Ani;Crotophaga major;2;1;3
876;141A11;14;2/8/2023;1A11;Pale-vented Pigeon;Patagioenas cayennensis;2;0;2
877;141A12;14;2/8/2023;1A12;White-chinned Swift;Cypseloides cryptus;1;1;2
878;142A01;14;2/8/2023;2A01;Gray-breasted Martin;Progne chalybea;2;1;3
879;142A01;14;2/8/2023;2A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;0;2
880;142A01;14;2/8/2023;2A01;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
881;142A01;14;2/8/2023;2A01;Dwarf Cuckoo;Coccycua pumila;1;1;2
882;142A01;14;2/8/2023;2A01;Squirrel Cuckoo;Piaya cayana;1;0;1
883;142A02;14;2/8/2023;2A02;Little Cuckoo;Coccycua minuta;1;1;2
884;142A03;14;2/8/2023;2A03;Little Cuckoo;Coccycua minuta;1;0;1
885;142A03;14;2/8/2023;2A03;Striped Cuckoo;Tapera naevia;2;0;2
886;142A03;14;2/8/2023;2A03;Baudo Guan;Penelope ortoni;2;1;3
887;142A03;14;2/8/2023;2A03;Smooth-billed Ani;Crotophaga ani;1;1;2
888;142A03;14;2/8/2023;2A03;Oilbird;Steatornis caripensis;1;0;1
889;142A03;14;2/8/2023;2A03;White-chinned Swift;Cypseloides cryptus;1;0;1
890;151A01;15;9/8/2023;1A01;House Sparrow;Passer domesticus;1;0;1
891;151A01;15;9/8/2023;1A01;Yellow-rumped Cacique;Cacicus cela;1;1;2
892;151A01;15;9/8/2023;1A01;Smooth-billed Ani;Crotophaga ani;2;1;3
893;151A01;15;9/8/2023;1A01;Oilbird;Steatornis caripensis;2;1;3
894;151A01;15;9/8/2023;1A01;Oilbird;Steatornis caripensis;2;1;3
895;151A01;15;9/8/2023;1A01;Little Cuckoo;Coccycua minuta;2;0;2
896;151A01;15;9/8/2023;1A01;Dwarf Cuckoo;Coccycua pumila;2;1;3
897;151A01;15;9/8/2023;1A01;Chimney Swift;Chaetura pelagica;3;1;4
898;151A02;15;9/8/2023;1A02;Hook-billed Kite;Chondrohierax uncinatus;1;0;1
899;151A03;15;9/8/2023;1A03;Gray-breasted Martin;Progne chalybea;2;0;2
900;151A05;15;9/8/2023;1A05;Gray-breasted Martin;Progne chalybea;2;0;2
901;151A05;15;9/8/2023;1A05;Crowned Woodnymph;Thalurania colombica;2;0;2
902;151A06;15;9/8/2023;1A06;Yellow-rumped Cacique;Cacicus cela;1;0;1
903;151A06;15;9/8/2023;1A06;Crowned Woodnymph;Thalurania colombica;1;0;1
904;151A06;15;9/8/2023;1A06;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
905;151A06;15;9/8/2023;1A06;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
906;151A06;15;9/8/2023;1A06;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
907;151A06;15;9/8/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
908;151A06;15;9/8/2023;1A06;Hook-billed Kite;Chondrohierax uncinatus;2;1;3
909;151A06;15;9/8/2023;1A06;White-chinned Swift;Cypseloides cryptus;2;1;3
910;151A06;15;9/8/2023;1A06;Gray-breasted Martin;Progne chalybea;1;1;2
911;151A07;15;9/8/2023;1A07;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
912;151A08;15;9/8/2023;1A08;Black Vulture;Coragyps atratus;1;1;2
913;151A09;15;9/8/2023;1A09;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
